id;nom_site;geojson;surface;etat
430;Vallon de l'Alpe;{"type":"MultiPolygon","coordinates":[[[[6.81717752275384,44.3267223469158],[6.81722560847395,44.326725161498],[6.81729604493027,44.3267197256146],[6.81734815201752,44.3266895139207],[6.8173798854108,44.3266659891608],[6.8174222748748,44.3266151871131],[6.81750540173122,44.3266171047407],[6.81765231528524,44.3266296200778],[6.81773003304299,44.3266191941941],[6.81779571815861,44.3266104518184],[6.81782260686527,44.3265683451415],[6.81777146267288,44.3265245996373],[6.81766373085797,44.3265328260617],[6.81757982039131,44.3265476466939],[6.81746092947553,44.3265507863456],[6.81739824933747,44.3265367948143],[6.81734192075734,44.3265043697151],[6.81727580750519,44.3264812534672],[6.81715232661293,44.3264720882238],[6.81709800841919,44.3264694900576],[6.81705360861346,44.326490464919],[6.81704730851067,44.3265205805717],[6.81706426367188,44.3265558680048],[6.81703896392909,44.3265821589344],[6.81703762300924,44.3266240611162],[6.81705913537113,44.326665169668],[6.81711150982437,44.3267007219197],[6.81717752275384,44.3267223469158]]]]};963.0;bon
432;Lac Allos;{"type":"MultiPolygon","coordinates":[[[[6.70235805543631,44.2238323205742],[6.70243608827486,44.2238296875921],[6.70241702275667,44.2237771665979],[6.70237074934365,44.2237000087403],[6.70233175321106,44.2235817048574],[6.70230581286432,44.2235110065598],[6.70221526090289,44.223408760524],[6.70215972581334,44.2233421334615],[6.70205035610977,44.2232783409551],[6.70191918985119,44.2231856468928],[6.70187619468916,44.2230930327357],[6.70177643626812,44.2230023426065],[6.70171155847929,44.2229667036306],[6.70157737825671,44.2229149933097],[6.70154769306954,44.2228740760722],[6.70156979190796,44.2227987023745],[6.70158868067512,44.2226958275984],[6.70156299544398,44.2226292115394],[6.70153775042146,44.2225472531059],[6.70156964683847,44.2224040573389],[6.70153471323297,44.2223479896535],[6.70141862046857,44.222246595736],[6.70133473415208,44.2221594608308],[6.70125924882877,44.2221354160455],[6.70121852656208,44.2219905971029],[6.701174044613,44.2218755417821],[6.70108571290666,44.2217200469419],[6.70105302215833,44.2217855684378],[6.70105621596578,44.2218345339776],[6.70102213424735,44.2219440484622],[6.70106019523844,44.2220480748407],[6.70116213466842,44.2221724376779],[6.70124261483671,44.2222075506177],[6.70134658343119,44.2222756079228],[6.70146335698128,44.2223657333616],[6.70147373010105,44.2224594390819],[6.70143230967827,44.2225436554396],[6.70138787377198,44.2226688559062],[6.70146692614533,44.2229217920719],[6.70163697237508,44.2230438570746],[6.70172705638982,44.2231389556405],[6.70192651064917,44.2232978558656],[6.70210721862898,44.2234308061273],[6.70216950407547,44.2235789973752],[6.70224471854136,44.2236858519101],[6.70235805543631,44.2238323205742]]]]};2567.0;bon
433;Lac Allos;{"type":"MultiPolygon","coordinates":[[[[6.70082272133872,44.2404887880599],[6.7007335898955,44.2406267506069],[6.70068879533071,44.2407028897697],[6.70072229874574,44.2407804889653],[6.70079781500965,44.2408699537618],[6.70087006762166,44.2409309097245],[6.70096802364243,44.2409500981632],[6.70103472368509,44.2409478490805],[6.70114125602293,44.2409023377586],[6.70121608157355,44.2408067762932],[6.70120153528921,44.2406927644154],[6.70125820177468,44.2406458617575],[6.70133679049103,44.2406513935313],[6.70146965292163,44.2407041686966],[6.70156563508959,44.2407367143433],[6.70162554847059,44.2407612761389],[6.70166056038608,44.2408183693119],[6.70161868799584,44.2408739644487],[6.7015541853529,44.2409098858764],[6.70146782369719,44.2409158620701],[6.70143833694192,44.2409434388349],[6.70143884199812,44.2409730769128],[6.70135744962674,44.2410116042751],[6.70136720356015,44.2410521671394],[6.70129967389753,44.2410851177461],[6.70131006597155,44.2411573596979],[6.70134907637308,44.2412102271602],[6.70137690705362,44.2412225798254],[6.70143457309088,44.2411909890571],[6.70146423657202,44.2411225145374],[6.70148624749559,44.2410675802571],[6.70150117997296,44.2410128936963],[6.70156077606439,44.2410108838684],[6.70160412099298,44.241043159162],[6.70164354625248,44.2410806758544],[6.7016023547045,44.2411250023281],[6.70157652125923,44.24114325572],[6.70157209292166,44.2411843058745],[6.70161013575001,44.2411789319128],[6.70165800418402,44.241149716935],[6.70171144515867,44.2410967953537],[6.70175157910619,44.2411015692616],[6.70179987072486,44.2411224409667],[6.70183552467818,44.241145766351],[6.70187787175213,44.2411627475323],[6.70190242500978,44.2411465827354],[6.70195355524274,44.2411673496264],[6.70199264810437,44.2411997681939],[6.70197639711595,44.241234053406],[6.70194644452934,44.2412544913106],[6.70187695694105,44.2412793353599],[6.70180748373405,44.2412826967119],[6.70177442555498,44.2412991483249],[6.70175636151629,44.2413273581735],[6.70177946152219,44.2413327155742],[6.70186245186785,44.2413186708922],[6.70189109691075,44.2413217957602],[6.70197086099706,44.2413017233326],[6.70203592055908,44.2413179293996],[6.70202963966094,44.2413743787546],[6.70199494062283,44.2414092861946],[6.70203813795525,44.2414609939882],[6.70210187527702,44.2415222364365],[6.70217523988903,44.2415350895669],[6.70225128694941,44.2415018511201],[6.7023799666879,44.2415557936382],[6.70249477729056,44.2414844376005],[6.70258774091397,44.2414271186217],[6.70269605928413,44.2413651905894],[6.70274942007788,44.2413112439246],[6.70268277467282,44.2412705548714],[6.70253564792635,44.2412172440171],[6.70248634818445,44.2411156412256],[6.70237651689832,44.2410671995588],[6.70222737851266,44.2410047559735],[6.70211701483294,44.2409481500565],[6.70200998501762,44.2408771311735],[6.70186944611495,44.2407939421785],[6.70172878752518,44.2407087205777],[6.70159602657387,44.2405485945901],[6.70151930610325,44.2405061901848],[6.70128516055442,44.240383220032],[6.70120432195178,44.2403430087991],[6.70097033582636,44.2403968999139],[6.70081303417748,44.240449241163],[6.70082272133872,44.2404887880599]]]]};7383.0;moyen
434;Salso-Moreno;{"type":"MultiPolygon","coordinates":[[[[6.90782348939977,44.3355188828593],[6.90782074397307,44.3356028329854],[6.90788490254186,44.3356036254688],[6.90794756722925,44.3356238930151],[6.90800595282091,44.3356647620736],[6.90802439373317,44.3357254547536],[6.9080583855951,44.3357845851801],[6.90807789027682,44.3358401299369],[6.90815475263377,44.3358803420608],[6.90825282185754,44.3358768554785],[6.90833178107993,44.3358648464441],[6.90839320665944,44.335825855368],[6.90846589534067,44.3358263352293],[6.90851819255442,44.3358408425602],[6.90861887360885,44.3358546389429],[6.90861950720056,44.3358638182084],[6.90866460453624,44.3359184619204],[6.90874255833396,44.3359126258731],[6.90880972764751,44.3358744397278],[6.90890697203132,44.3358382663989],[6.90898694310771,44.3357996249247],[6.90906655027219,44.3357558952366],[6.90923873582413,44.3357528364109],[6.9093938539134,44.3357708427427],[6.90940135479657,44.3357143377731],[6.90939962012845,44.3356479230124],[6.90949812579851,44.3356096584368],[6.90956098477197,44.3355501572443],[6.90962482993027,44.3355049418561],[6.90962784034779,44.3354659727405],[6.90963309420449,44.335356373719],[6.90967560685274,44.3353119169978],[6.90968573214041,44.3352726948345],[6.90963658707344,44.3352212687755],[6.90958238892388,44.3351792242093],[6.90949488330928,44.3351087129567],[6.90938063887387,44.33508414313],[6.90928472981608,44.3350568752917],[6.90920478633833,44.3350546081565],[6.90905670250163,44.3350353330786],[6.90900859990962,44.3350401078823],[6.90895665581251,44.3350307073715],[6.90891032117722,44.3350405383803],[6.90889534928064,44.3350093737057],[6.90882485833045,44.334999605214],[6.9087983718316,44.3349668041262],[6.90872789347728,44.3349570351272],[6.90868593870331,44.3349892055719],[6.9086284537728,44.335002497193],[6.90859281938869,44.3350436446575],[6.90853795432397,44.3350537788172],[6.90848369531195,44.3351139920344],[6.9084399848867,44.3351411056864],[6.90841622493215,44.3351685464306],[6.90837442258709,44.3352027481593],[6.90836203579881,44.3352297755135],[6.90833358673739,44.3352716948468],[6.90827253362407,44.3352953333376],[6.9081918661066,44.335303320414],[6.90813885063966,44.3353195171238],[6.90805427593567,44.3353327531075],[6.90798193968788,44.3353373705691],[6.90797509877735,44.3353621548716],[6.90794253831823,44.3353858076682],[6.90788653839272,44.3354000645067],[6.90783569289729,44.3354478899831],[6.90782348939977,44.3355188828593]]]]};10124.0;bon
435;Restefond;{"type":"MultiPolygon","coordinates":[[[[6.80445684537023,44.3358256177324],[6.80456461804276,44.3359241375705],[6.80473030134668,44.3359940678262],[6.80488638884042,44.3359211751065],[6.80496590435875,44.3358325390701],[6.80486794166512,44.335710158888],[6.80473726147737,44.3356523100562],[6.80453119927119,44.3357023835496],[6.80448824887085,44.335741702121],[6.80448883191561,44.3357928067306],[6.80445684537023,44.3358256177324]]]]};990.0;moyen
436;Restefond;{"type":"MultiPolygon","coordinates":[[[[6.79563327359889,44.322870846639],[6.79570159773936,44.3228490575506],[6.79567790119561,44.3228140898704],[6.79561376656288,44.322749842373],[6.79554930299251,44.3226804964891],[6.79560586932694,44.3224832473675],[6.79569204322301,44.3224301655272],[6.79577317077116,44.3223015944573],[6.7958078335579,44.3222237155645],[6.79588572275331,44.3221320606134],[6.79599249996129,44.3219402415466],[6.79608678375599,44.3218592759926],[6.79625528894278,44.321780856437],[6.79639815127882,44.32170230403],[6.79646897783363,44.321568978502],[6.79639930708945,44.3215069684394],[6.79634236312726,44.321464966608],[6.79615176211591,44.3214899522921],[6.79616433277728,44.3215713185937],[6.79599981273722,44.3216455090025],[6.79553846374951,44.3217534621785],[6.79557760555005,44.3218063076494],[6.79569272315573,44.3218238072817],[6.79554340123825,44.3219547243177],[6.79547646816089,44.3221461943029],[6.79532455592367,44.3223446991561],[6.7952822396583,44.3225210081494],[6.79531909993473,44.3227099122146],[6.79563327359889,44.322870846639]]]]};4660.0;bon
437;Restefond;{"type":"MultiPolygon","coordinates":[[[[6.80129614680589,44.335749876497],[6.8014010050807,44.3357626072839],[6.80136454295655,44.3357076336559],[6.80133694398842,44.3356359878765],[6.80130384091478,44.3355461300562],[6.80123432078361,44.3354442388683],[6.80116748149378,44.3354036081673],[6.80108545922454,44.3352428416974],[6.80102556243204,44.3352418486572],[6.80107523090184,44.3354088436147],[6.80118336169626,44.3355339393253],[6.8012120558055,44.3356219039177],[6.80129614680589,44.335749876497]]]]};461.0;moyen
438;Lançonnet;{"type":"MultiPolygon","coordinates":[[[[6.65459335500423,44.1420740842977],[6.65463535163894,44.1420870009162],[6.65464870266946,44.142051794029],[6.65466765033686,44.1419049795687],[6.6547424284167,44.1416990337482],[6.6549069308727,44.1412989424326],[6.6550082931535,44.1411974126197],[6.65513821500648,44.1411205011474],[6.65530752721557,44.1410821368813],[6.65555962865576,44.1410287384152],[6.65570160746349,44.1409187077378],[6.65579985959599,44.1409011123977],[6.65611014042369,44.1408253362383],[6.65630533092082,44.1407257921895],[6.65637051363616,44.1405917338572],[6.65646703772936,44.1403268007168],[6.65648704345904,44.1400419313785],[6.65649827263078,44.1397972253641],[6.65645094788785,44.1397016830163],[6.65634363865058,44.1397768234239],[6.65633127166162,44.1399377448992],[6.65634953133191,44.1401773762109],[6.65630957840993,44.1404169047283],[6.6562242055204,44.1406344500605],[6.65609264560787,44.1406858644333],[6.65588258637191,44.140730698303],[6.65560253861948,44.1408351179576],[6.6553382028861,44.140941058051],[6.65514269382895,44.1409915320454],[6.65496623720422,44.1410291162121],[6.65475366405413,44.1412335132979],[6.65462792810823,44.141419678242],[6.65458779606383,44.1415682263825],[6.65455133814431,44.1417739031718],[6.6544769200245,44.1419634742035],[6.65452794337546,44.1420282231829],[6.65459335500423,44.1420740842977]]]]};4429.0;moyen
439;Restefond;{"type":"MultiPolygon","coordinates":[[[[6.8016123625232,44.3358974257045],[6.80159771434786,44.3357854633231],[6.80153793416493,44.3356801623998],[6.80150636353581,44.3355493554872],[6.80146655585102,44.3354658666849],[6.80136364140635,44.3354183007372],[6.80138306344811,44.3354953300051],[6.80139396530106,44.3355941383407],[6.80141905330319,44.335649514278],[6.8014535620168,44.3357178480352],[6.80148454269609,44.3357760842546],[6.80151443755896,44.3358394677828],[6.80156369022021,44.3358939990683],[6.8016123625232,44.3358974257045]]]]};410.0;moyen
440;Muletiers;{"type":"MultiPolygon","coordinates":[[[[6.69211952608629,44.1993100507524],[6.69206057416647,44.199365198509],[6.69215304021396,44.199410131129],[6.69230626074088,44.1994499638223],[6.69253930637884,44.1994278093007],[6.69276060056339,44.1993559412278],[6.69272954080595,44.199293605436],[6.69259774532702,44.1993430242144],[6.69247840945507,44.1993654417045],[6.69211952608629,44.1993100507524]]]]};491.0;mauvais
441;Muletiers;{"type":"MultiPolygon","coordinates":[[[[6.69579584410054,44.2002679045168],[6.69551258742658,44.2003265211367],[6.69526752720292,44.2003388684791],[6.69499000966169,44.2003328815132],[6.69482611905783,44.2002821754357],[6.69467918968792,44.2002083979429],[6.69455716131604,44.2001675267588],[6.69444769966264,44.2001671229356],[6.69440508956577,44.2002329669926],[6.69447632348103,44.2003011127767],[6.69464116145855,44.2003446329208],[6.69478500602378,44.2003929508938],[6.69497231149521,44.2004541136739],[6.69515103448246,44.2004705926175],[6.69528269809305,44.2004845568439],[6.69545994716243,44.2004785850926],[6.69561988413889,44.2004466146319],[6.69567467490264,44.2004151231337],[6.69583762859301,44.2003421508773],[6.69579584410054,44.2002679045168]]]]};1660.0;mauvais
444;Millefonts;{"type":"MultiPolygon","coordinates":[[[[7.18386840705701,44.1079891241747],[7.18393408174204,44.107976329063],[7.18400536390416,44.1079427487098],[7.18411958401952,44.1078783852912],[7.18422321822964,44.1078641393509],[7.18437279192512,44.1078275666943],[7.18445169444692,44.1078005517754],[7.18455579464132,44.1077280034293],[7.18469524862247,44.1076832458672],[7.18470460480664,44.1076766850243],[7.1847133474601,44.1076705544079],[7.18470822909322,44.1076585462539],[7.18469896810458,44.1076368191327],[7.18459907260028,44.1076372087017],[7.18449331811178,44.1076549645365],[7.18437733710798,44.1076953962643],[7.18420894656314,44.1077995435275],[7.18411879235163,44.1078029888563],[7.18401127579617,44.1077968121495],[7.18389939178295,44.107795944962],[7.18380264156596,44.1078390696653],[7.18373675160281,44.1079135856594],[7.18372541057401,44.1079534466008],[7.18380584161413,44.1079795152788],[7.18386840705701,44.1079891241747]]]]};954.0;mauvais
445;Merveilles;{"type":"MultiPolygon","coordinates":[[[[7.45790320846492,44.0575143252624],[7.45784295444891,44.057539210047],[7.45774674586925,44.0575550932171],[7.45766087160813,44.0575705551374],[7.45762151978901,44.0575975784899],[7.45755713180889,44.0576226315833],[7.45747062765029,44.0576829771675],[7.45743954318244,44.0577096635374],[7.45744566253919,44.0577348337806],[7.45744051309479,44.0577485010746],[7.45739726088101,44.057778673831],[7.45733520854013,44.0578335370359],[7.45735174361557,44.057832863218],[7.45742736522852,44.057792399751],[7.45755189106589,44.0577409716252],[7.45763773000562,44.057698596347],[7.45774228752183,44.0576569534028],[7.45783697774568,44.0576216935881],[7.45795763847683,44.0576003279415],[7.45811838744468,44.0575877951515],[7.45813687249614,44.0575855464624],[7.45823023229223,44.0575862270568],[7.45826353591985,44.0575878601702],[7.45826466822585,44.0575758518388],[7.4582894707101,44.0575748409007],[7.45832768990462,44.0575598256404],[7.45833708968693,44.0575474803249],[7.4583501559168,44.0575290044735],[7.45838022440321,44.0575158166905],[7.45844172725185,44.0574804137885],[7.4584889955967,44.0574485816164],[7.45851446296298,44.0574296002527],[7.45851762605686,44.0573905942333],[7.45848958852514,44.0573767843674],[7.45840508065572,44.0573832195581],[7.45830703927264,44.0574021684876],[7.45819784575077,44.0574111049712],[7.45812058975412,44.0574307018094],[7.4579366384183,44.0574381991821],[7.45783154280919,44.0574200533859],[7.45774574992301,44.057410092445],[7.45768167699731,44.0574127037051],[7.45767469438001,44.057429436264],[7.45773268352431,44.0574285682231],[7.45776048728291,44.0574393972607],[7.45778840786035,44.0574517168025],[7.45779772661666,44.057464794461],[7.45777834280096,44.0574820324409],[7.45777596117904,44.0575045585812],[7.45778262902752,44.0575102679201],[7.45779023134498,44.0575279013491],[7.45781285013508,44.0575254842433],[7.45786440513689,44.057521887818],[7.45790320846492,44.0575143252624]]]]};1369.0;bon
446;Lançonnet;{"type":"MultiPolygon","coordinates":[[[[6.65432388064836,44.1426300125008],[6.65438436005016,44.1426433400096],[6.6544240472719,44.1426645060544],[6.65450950950505,44.1426688099767],[6.65462828130834,44.142683247702],[6.65473077007395,44.1426655211253],[6.65475090527776,44.1426474687472],[6.65469335935186,44.1426136083147],[6.65467128841374,44.1425795828358],[6.65466951650695,44.14255203448],[6.65467023148782,44.1424968137481],[6.65468702002726,44.1424267305983],[6.65473517532761,44.1422482619824],[6.65463535163894,44.1420870009162],[6.65459335500423,44.1420740842977],[6.65444639246795,44.142173043854],[6.65434417395648,44.1422613025167],[6.65435204040013,44.1423172732201],[6.65429954652476,44.1423619577728],[6.6542451700816,44.1423995509318],[6.65417923943802,44.1424559373409],[6.654160600203,44.1424974474955],[6.65416906999261,44.1425186365002],[6.6542203895866,44.1425220338964],[6.65428052050644,44.1425077656319],[6.65431033934552,44.1425077893555],[6.65432544882327,44.1425440833787],[6.65429704030616,44.1425879737013],[6.65426464910023,44.1425921174077],[6.6542613227592,44.1426065456463],[6.654254887146,44.1426169869158],[6.65431162533086,44.1426161129091],[6.65434865491212,44.1426179414804],[6.65432388064836,44.1426300125008]]]]};1871.0;mauvais
447;Vallon des Graus;{"type":"MultiPolygon","coordinates":[[[[7.38997289737255,44.0319384472862],[7.39020876116929,44.0321542694397],[7.39016587684262,44.0322313485897],[7.39014443467928,44.0324471696766],[7.39005866602591,44.0324857090737],[7.39003722386257,44.0326784056832],[7.39011227143426,44.0327323606216],[7.39034813523101,44.0326938213849],[7.39035885631267,44.0328171468541],[7.3902409244143,44.0328171468541],[7.39023020333263,44.0330175501942],[7.39056255686441,44.03339523157],[7.3906376044361,44.0332410761971],[7.39048750929271,44.033079212624],[7.39048750929272,44.0327169449299],[7.39032669306767,44.032570495659],[7.39042318280269,44.032400922367],[7.39047678821104,44.0324317539107],[7.39062688335443,44.0324471696766],[7.39073409417113,44.0322159327677],[7.3905625568644,44.0321080219015],[7.39060544119109,44.0318613677552],[7.39043390388437,44.0317226243467],[7.39040174063936,44.0314220125142],[7.39001578169923,44.031738040297],[7.38997289737255,44.0319384472862]]]]};5779.0;moyen
448;Salso-Moreno;{"type":"MultiPolygon","coordinates":[[[[6.91293693313839,44.3366121359794],[6.91300256754154,44.336654799412],[6.913025725671,44.3366601036241],[6.91310660629496,44.3366551787395],[6.91314561003487,44.3366630011734],[6.91323221193998,44.3366997989659],[6.91325685067896,44.3367265273559],[6.91327752501209,44.336757488569],[6.91328318866565,44.3367981949675],[6.91328565588971,44.3368338960185],[6.91333524535579,44.3368300848712],[6.91338102967051,44.3368120972127],[6.91339675698412,44.3367716567529],[6.91339379635915,44.336728817294],[6.91338009538871,44.3366955529934],[6.91339161624271,44.3366767392134],[6.91338453702533,44.3366360832132],[6.91334922937643,44.3366199639079],[6.91322856971145,44.3366058465078],[6.91319688040022,44.3366008370135],[6.91314471714125,44.3366088314257],[6.91302234287094,44.3366111506554],[6.91293693313839,44.3366121359794]]]]};380.0;moyen
449;Millefonts;{"type":"MultiPolygon","coordinates":[[[[7.19397133188121,44.1156734511562],[7.19395782852322,44.1156821195933],[7.19396958943368,44.1157265010305],[7.19394213282614,44.1157377416939],[7.19390486471774,44.1157310178136],[7.1939041434151,44.1157595748206],[7.19389526009396,44.1157925200579],[7.19393627708783,44.1158500456872],[7.19396658289648,44.115877414351],[7.19396291952142,44.1159427646822],[7.19395565721564,44.1159593453363],[7.1940038152632,44.1160369755824],[7.19402970810411,44.1161195342202],[7.19402721590693,44.1161624237578],[7.19402784428366,44.1162092694032],[7.1940262518307,44.1162643513638],[7.19406414871067,44.1163179208527],[7.19416232946036,44.1163834460636],[7.19426600181468,44.1164467230399],[7.19431842358434,44.1164671310866],[7.19440334373503,44.1164679539676],[7.19442251737105,44.1164977867561],[7.19445678655687,44.1164638690666],[7.19445363710107,44.1164211956012],[7.19449474736382,44.1164033183702],[7.1945606437126,44.1163763404247],[7.19457720993148,44.1162941932657],[7.19457616008537,44.1162799687796],[7.19455134511721,44.1162503521154],[7.19455860728651,44.1162337714191],[7.19456406972301,44.11619280589],[7.19458600616301,44.1161450958685],[7.19457529452742,44.1161149389722],[7.19452626466422,44.1160638339206],[7.19449832921532,44.1160302611555],[7.19450112100056,44.1159914357487],[7.1944594111451,44.1160011847009],[7.19443195450177,44.1160124254886],[7.19438919482473,44.1160079499287],[7.19435636803239,44.1159847535605],[7.19435264756739,44.1159726691858],[7.19434475673561,44.1159424042281],[7.19433197446134,44.1159225156996],[7.1943055388693,44.1159092635815],[7.19428060295365,44.1159163321514],[7.19425980866814,44.1159028639424],[7.19425785911517,44.1158764470396],[7.19424909725108,44.1158727070183],[7.19422371145145,44.1158736793668],[7.19419298428827,44.1158789319238],[7.19417813125076,44.1158693117633],[7.19415658719734,44.1158456831874],[7.19414068444591,44.1158218385353],[7.1941366641153,44.1158056900153],[7.19412745238802,44.1157958537758],[7.1940949257437,44.1157767214709],[7.19408082254411,44.1157772616453],[7.19404472549895,44.1157480770127],[7.19403818447765,44.1157361006626],[7.19403623503331,44.1157096837583],[7.19403176486932,44.1156874390267],[7.19402552377115,44.1156795268153],[7.19401661199627,44.1156737547062],[7.1940001380539,44.115680499112],[7.19397133188121,44.1156734511562]]]]};2629.0;bon
450;Isola 2000;{"type":"MultiPolygon","coordinates":[[[[7.17355747833012,44.1820799683356],[7.17350377018344,44.182161309748],[7.17325872991681,44.1822631510096],[7.17302233845426,44.1822952778572],[7.17279173623678,44.1823437039719],[7.17260766885854,44.1824630470311],[7.17238820497107,44.1826630336269],[7.17227688729041,44.1827102226414],[7.1720246002743,44.1827759924941],[7.17170147559305,44.1828774976415],[7.17149717412751,44.1830339529845],[7.17128805076473,44.1831872873593],[7.1710207163229,44.1835787112429],[7.17106670563961,44.1835492400077],[7.17127345233088,44.1834885092975],[7.1714344116636,44.1834295204175],[7.171599002432,44.1834199535288],[7.17185635575005,44.1833606000231],[7.17200646176654,44.1832788950842],[7.17228912895505,44.1832516174802],[7.17254141777674,44.1831858470031],[7.17263996888495,44.1831523597718],[7.17268502900116,44.1831407326145],[7.17291011011647,44.1831420774439],[7.17305301749569,44.183149853844],[7.17311696779081,44.1831682107336],[7.17311372792493,44.1831012864314],[7.17310190636056,44.1830653920897],[7.17303465655565,44.1830249995898],[7.17296861782517,44.1830010811061],[7.17286425461481,44.1829554931528],[7.17281362438801,44.1828913397169],[7.17279746660083,44.182858914436],[7.17276250990926,44.1828205966368],[7.17259935145479,44.1827871584447],[7.17260921257877,44.1827339186483],[7.17268462753904,44.1826980079196],[7.17274124353775,44.18265620462],[7.17276026174833,44.1826026162627],[7.17280890839301,44.1825148598521],[7.17283010616199,44.1824909247837],[7.1729267183661,44.1824310788214],[7.17308743078707,44.1823687927387],[7.1731467103976,44.1823632321465],[7.17330117174086,44.1823408320546],[7.17342285613135,44.1823097674487],[7.17357802016356,44.1822344757189],[7.17371702568084,44.1821267586395],[7.17355747833012,44.1820799683356]]]]};8540.0;bon
451;Vallon de la Braissette;{"type":"MultiPolygon","coordinates":[[[[6.7812054317492,44.2980003956564],[6.78113007644527,44.2980234366257],[6.78104166310457,44.297999904121],[6.78099787121312,44.2980903563108],[6.78096527742477,44.2980925053695],[6.78091352703246,44.2981065602389],[6.78087987539789,44.2981567958312],[6.78082427872695,44.2981985857282],[6.78084156755481,44.2982869448164],[6.78086676945294,44.298365830683],[6.78089542814586,44.2984752732703],[6.78099987276197,44.2984829253684],[6.78103333730403,44.2984725727644],[6.78105173033245,44.2984279718694],[6.78101340782652,44.2983658937473],[6.78099465060211,44.2982980326604],[6.78098663812866,44.2982420756674],[6.78097959085026,44.2982003959706],[6.78097938446314,44.2981758643301],[6.78108732378931,44.2981721495043],[6.78113162321177,44.2981532413816],[6.78114053789117,44.2980946561736],[6.7811476745805,44.2980524883179],[6.7812054317492,44.2980003956564]]]]};677.0;mauvais
460;Lacs de Lignin;{"type":"MultiPolygon","coordinates":[[[[6.70543757476422,44.1017221953382],[6.70534334007733,44.1018000168439],[6.70526109933947,44.1018661784949],[6.70524776166867,44.1019443349751],[6.70518844386523,44.1020138115845],[6.70521017031182,44.1020641920584],[6.70526360995467,44.102078737525],[6.70534236778644,44.1020464284428],[6.7054603903548,44.101985182901],[6.70556861332553,44.1019477858437],[6.70568756651427,44.1019008259826],[6.70575740163648,44.1018187210617],[6.70579879457949,44.1017355333317],[6.70582831331037,44.1016660377062],[6.70587892028659,44.101615254651],[6.70597271497473,44.1015742457783],[6.70608330367271,44.1015296139041],[6.70613642351973,44.1014521651661],[6.7062232104807,44.1014124204346],[6.70621664142311,44.1013768627182],[6.70616994341201,44.1013569716784],[6.70609323553834,44.1013554863056],[6.70598668888336,44.1013314847936],[6.70588821429671,44.1013225545928],[6.70581650507208,44.101310664107],[6.70573245659493,44.1013053272147],[6.70569151653516,44.101330229727],[6.70566190494079,44.1013547488408],[6.70562854369894,44.1013436057822],[6.70558255114118,44.1012909831036],[6.70553772735425,44.1012996542172],[6.70551023020951,44.1012913852004],[6.70548560532218,44.1013055087767],[6.70546601865245,44.1013531965499],[6.70549072441009,44.1013840588524],[6.70552397861315,44.101437112653],[6.705532833777,44.1014858832808],[6.70555626221821,44.1015188251362],[6.70556505121308,44.101566579836],[6.70554484023687,44.1016265608372],[6.70547975192301,44.1016727159139],[6.70543757476422,44.1017221953382]]]]};2881.0;mauvais
